session_id,log_path,line_number,timestamp,image_path,filename,frame_type,binning,exposure_seconds,gain,offset,target_name,telescope,camera_temperature_c,filter_name,sequence_number
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,1862,2026-07-15T00:45:38.2749,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-10.00C__0002_2026-07-15_00-35-18_FWHM_7.77_Fok_114623.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-10.00C__0002_2026-07-15_00-35-18_FWHM_7.77_Fok_114623.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-10.00,LPRO,0002
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,1883,2026-07-15T00:55:54.0532,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-10.00C__0003_2026-07-15_00-45-39_FWHM_8.21_Fok_114623.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-10.00C__0003_2026-07-15_00-45-39_FWHM_8.21_Fok_114623.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-10.00,LPRO,0003
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,1992,2026-07-15T01:12:31.2211,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-10.00C__0004_2026-07-15_01-02-14_FWHM_7.29_Fok_115282.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-10.00C__0004_2026-07-15_01-02-14_FWHM_7.29_Fok_115282.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-10.00,LPRO,0004
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,2060,2026-07-15T01:25:50.6178,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C__0005_2026-07-15_01-15-34_FWHM_7.52_Fok_115565.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C__0005_2026-07-15_01-15-34_FWHM_7.52_Fok_115565.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-9.90,LPRO,0005
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,2124,2026-07-15T01:39:07.9291,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-10.00C__0006_2026-07-15_01-28-52_FWHM_7.79_Fok_115627.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-10.00C__0006_2026-07-15_01-28-52_FWHM_7.79_Fok_115627.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-10.00,LPRO,0006
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,2189,2026-07-15T01:52:35.8442,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-10.00C__0007_2026-07-15_01-42-20_FWHM_7.85_Fok_116748.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-10.00C__0007_2026-07-15_01-42-20_FWHM_7.85_Fok_116748.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-10.00,LPRO,0007
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,2259,2026-07-15T02:06:17.1216,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C__0008_2026-07-15_01-56-01_FWHM_9.05_Fok_115259.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C__0008_2026-07-15_01-56-01_FWHM_9.05_Fok_115259.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-9.90,LPRO,0008
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,2324,2026-07-15T02:20:05.0702,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C__0009_2026-07-15_02-09-50_FWHM_8.22_Fok_116426.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C__0009_2026-07-15_02-09-50_FWHM_8.22_Fok_116426.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-9.90,LPRO,0009
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,2389,2026-07-15T02:33:52.0101,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C__0010_2026-07-15_02-23-36_FWHM_7.24_Fok_115892.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C__0010_2026-07-15_02-23-36_FWHM_7.24_Fok_115892.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-9.90,LPRO,0010
2026-07-14_2026-07-15,data\sessions\2026\07\2026-07-14_2026-07-15\raw\nina\20260713-154938-3.2.0.9001.4940-202607.log,2458,2026-07-15T02:47:26.7738,D:\Images NINA\Target\LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C__0011_2026-07-15_02-37-10_FWHM_6.96_Fok_115713.xisf,LIGHT_1x1_600.00s_910_99_LDN 1320_Skywatcher quattro 200p__-9.90C__0011_2026-07-15_02-37-10_FWHM_6.96_Fok_115713.xisf,LIGHT,1x1,600.00,910,99,LDN 1320,Skywatcher quattro 200p,-9.90,LPRO,0011
