PHD2 version 2.6.14 [Windows], Log version 2.5. Log enabled at 2026-08-10 20:40:06
INFO: Guiding parameter change, MultiStar = true

Guiding Begins at 2026-08-10 22:18:22
Equipment Profile = SW4P_EVO
Dither = both axes, Dither scale = 1.000, Image noise reduction = 2x2 mean, Guide-frame time lapse = 0, Server enabled
Pixel scale = 2.91 arc-sec/px, Binning = 1, Focal length = 266 mm
Search region = 15 px, Star mass tolerance = 50.0%, Multi-star mode, list size = 12
 Camera = ZWO ASI120MM Mini (ASCOM), full size = 1280 x 960, have dark, dark dur = 1500, no defect map, pixel size = 3.8 um
Exposure = 1500 ms
Mount = GPUSB, connected, guiding enabled, AuxMount=CPWI_ASCOM_Telescope, xAngle = 154.7, xRate = 4.406, yAngle = -115.3, yRate = 5.100, parity = +/+
Norm rates RA = 13.9"/s @ dec 0, Dec = 14.8"/s; ortho.err. = 0.0 deg
X guide algorithm = Hysteresis, Hysteresis = 0.100, Aggression = 0.700, Minimum move = 0.130
Y guide algorithm = Resist Switch, Minimum move = 0.200 Aggression = 100% FastSwitch = enabled
Backlash comp = enabled, pulse = 1033 ms
Max RA duration = 2500, Max DEC duration = 2500, DEC guide mode = Auto
RA Guide Speed = 14.9 a-s/s, Dec Guide Speed = 14.9 a-s/s, Cal Dec = 0.0, Last Cal Issue = None, Timestamp = 15/07/2026 22:18:28
RA = 20.01 hr, Dec = 22.8 deg, Hour angle = -1.65 hr, Pier side = West, Rotator pos = N/A, Alt = 61.6 deg, Az = 126.0 deg
Lock position = 1264.014, 898.051, Star position = 1264.014, 898.051, HFD = 2.99 px
Frame,Time,mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
2274,5827.387,"Mount",0.083,-0.034,0.090,-0.004,0.000,0.000,0,,0,,,,695535,456.57,0
2275,5829.932,"Mount",-0.084,-0.108,-0.029,0.133,0.000,0.000,0,,0,,,,681979,411.23,0
2276,5832.369,"Mount",0.103,-0.092,0.132,0.039,0.083,0.000,19,W,0,,,,685067,402.32,0
2277,5834.749,"Mount",0.085,-0.057,0.101,0.015,0.000,0.000,0,,0,,,,681250,453.31,0
2278,5837.032,"Mount",-0.116,-0.066,-0.077,0.110,0.000,0.000,0,,0,,,,704342,468.90,0
2279,5839.653,"Mount",-0.166,-0.037,-0.134,0.104,-0.085,0.000,19,E,0,,,,682965,416.55,0
2280,5842.197,"Mount",-0.225,0.083,-0.239,0.021,-0.157,0.000,36,E,0,,,,682950,445.36,0
2281,5844.752,"Mount",0.336,-0.163,0.373,0.004,0.224,0.000,51,W,0,,,,705651,429.07,0
2282,5846.993,"Mount",0.004,0.089,-0.034,-0.082,0.000,0.000,0,,0,,,,698549,434.77,0
2283,5849.633,"Mount",-0.138,0.179,-0.201,-0.103,-0.127,0.000,29,E,0,,,,703018,456.18,0
2284,5852.199,"Mount",-0.255,-0.139,-0.171,0.235,-0.117,0.235,26,E,46,S,,,699158,441.64,0
2285,5854.593,"Mount",0.064,0.002,0.057,-0.030,0.000,0.000,0,,0,,,,688557,406.39,0
2286,5856.931,"Mount",0.154,0.240,0.037,-0.283,0.000,0.000,0,,0,,,,733894,424.89,0
2287,5859.627,"Mount",0.327,0.065,0.268,-0.198,0.169,0.000,38,W,0,,,,718341,437.80,0
2288,5862.205,"Mount",-0.188,0.182,-0.248,-0.084,-0.144,0.000,33,E,0,,,,722100,454.19,0
2289,5864.700,"Mount",0.246,0.209,0.133,-0.294,0.074,0.000,17,W,0,,,,720152,428.76,0
2290,5867.008,"Mount",0.349,0.147,0.252,-0.282,0.164,0.000,37,W,0,,,,717570,439.09,0
2291,5869.633,"Mount",-0.441,0.235,-0.500,-0.024,-0.303,0.000,69,E,0,,,,704006,446.45,0
2292,5872.139,"Mount",-0.257,0.005,-0.235,0.106,-0.169,0.000,38,E,0,,,,684658,443.43,0
2293,5874.492,"Mount",-0.026,-0.057,0.001,0.063,0.000,0.000,0,,0,,,,686176,444.13,0
2294,5876.948,"Mount",0.165,0.004,0.147,-0.074,0.093,0.000,21,W,0,,,,705286,443.12,0
2295,5879.608,"Mount",-0.469,0.408,-0.598,-0.168,-0.370,0.000,84,E,0,,,,710608,422.85,0
2296,5881.971,"Mount",0.372,-0.123,0.389,-0.047,0.219,0.000,50,W,0,,,,756447,457.42,0
2297,5884.324,"Mount",-0.010,0.081,-0.044,-0.069,0.000,0.000,0,,0,,,,693413,423.83,0
2298,5886.738,"Mount",-0.190,0.134,-0.229,-0.040,-0.144,0.000,33,E,0,,,,696044,424.27,0
2299,5889.284,"Mount",-0.669,0.219,-0.698,0.088,-0.450,0.000,102,E,0,,,,731699,460.51,0
2300,5891.784,"Mount",-0.471,-0.090,-0.388,0.283,-0.276,0.283,63,E,55,S,,,718675,429.89,0
2301,5894.559,"Mount",-0.687,0.077,-0.654,0.224,-0.431,0.224,98,E,44,S,,,704158,431.63,0
2302,5896.779,"Mount",-0.142,-0.081,-0.094,0.134,0.000,0.000,0,,0,,,,684907,408.71,0
2303,5899.360,"Mount",-0.127,0.146,-0.177,-0.077,-0.112,0.000,25,E,0,,,,666134,382.25,0
2304,5901.763,"Mount",-0.182,0.223,-0.260,-0.124,-0.172,0.000,39,E,0,,,,684109,469.49,0
2305,5904.633,"Mount",0.452,-0.011,0.413,-0.184,0.248,0.000,56,W,0,,,,678813,429.67,0
2306,5906.951,"Mount",0.212,0.096,0.151,-0.178,0.112,0.000,26,W,0,,,,709264,441.54,0
2307,5909.395,"Mount",-0.014,0.182,-0.090,-0.158,0.000,0.000,0,,0,,,,695435,451.19,0
2308,5911.938,"Mount",-0.044,0.319,-0.176,-0.270,-0.111,0.000,25,E,0,,,,702103,434.05,0
2309,5914.319,"Mount",-0.001,0.116,-0.050,-0.105,0.000,0.000,0,,0,,,,706832,451.63,0
2310,5916.750,"Mount",0.120,0.024,0.098,-0.073,0.000,0.000,0,,0,,,,723873,460.76,0
2311,5919.310,"Mount",-0.008,0.038,-0.023,-0.031,0.000,0.000,0,,0,,,,694221,441.92,0
2312,5921.761,"Mount",-0.150,0.114,-0.184,-0.038,-0.116,0.000,26,E,0,,,,695243,419.31,0
2313,5924.189,"Mount",0.016,-0.046,0.034,0.035,0.000,0.000,0,,0,,,,675136,437.99,0
2314,5926.487,"Mount",0.109,0.060,0.073,-0.101,0.000,0.000,0,,0,,,,689311,442.50,0
2315,5929.024,"Mount",0.023,0.150,-0.043,-0.146,0.000,0.000,0,,0,,,,682969,427.33,0
2316,5931.397,"Mount",0.046,0.192,-0.040,-0.193,0.000,0.000,0,,0,,,,674493,419.79,0
2317,5934.118,"Mount",-0.205,0.265,-0.299,-0.152,-0.188,0.000,43,E,0,,,,694254,453.96,0
2318,5936.518,"Mount",-0.082,0.209,-0.163,-0.154,-0.116,0.000,26,E,0,,,,671997,412.79,0
2319,5939.411,"Mount",0.246,-0.018,0.230,-0.089,0.137,0.000,31,W,0,,,,685950,455.30,0
2320,5941.875,"Mount",0.228,-0.011,0.211,-0.087,0.142,0.000,32,W,0,,,,711807,442.71,0
2321,5944.972,"Mount",-0.378,0.057,-0.366,0.110,-0.221,0.000,50,E,0,,,,699528,434.43,0
2322,5947.325,"Mount",-0.019,0.007,-0.020,0.002,0.000,0.000,0,,0,,,,705269,433.92,0
2323,5950.164,"Mount",0.198,-0.124,0.232,0.027,0.146,0.000,33,W,0,,,,685709,421.01,0
2324,5952.361,"Mount",0.021,0.157,-0.048,-0.150,0.000,0.000,0,,0,,,,705591,419.22,0
2325,5954.987,"Mount",-0.038,0.054,-0.057,-0.033,0.000,0.000,0,,0,,,,680541,432.41,0
2326,5957.437,"Mount",-0.275,0.164,-0.319,-0.031,-0.201,0.000,46,E,0,,,,728409,471.79,0
2327,5960.027,"Mount",-0.205,0.171,-0.259,-0.067,-0.177,0.000,40,E,0,,,,694193,461.58,0
2328,5962.227,"Mount",-0.027,0.155,-0.091,-0.128,0.000,0.000,0,,0,,,,703830,473.38,0
2329,5964.723,"Mount",0.038,0.073,0.003,-0.083,0.000,0.000,0,,0,,,,728464,456.16,0
2330,5967.136,"Mount",0.178,0.149,0.097,-0.210,0.000,0.000,0,,0,,,,712197,440.63,0
2331,5969.689,"Mount",0.127,0.200,0.029,-0.235,0.000,0.000,0,,0,,,,731334,442.93,0
2332,5972.160,"Mount",0.420,-0.171,0.453,-0.025,0.285,0.000,65,W,0,,,,698924,428.14,0
2333,5974.720,"Mount",0.130,-0.112,0.166,0.046,0.124,0.000,28,W,0,,,,702515,435.37,0
2334,5976.951,"Mount",0.058,0.160,-0.016,-0.169,0.000,0.000,0,,0,,,,709145,450.33,0
2335,5979.492,"Mount",0.082,0.141,0.014,-0.163,0.000,0.000,0,,0,,,,698542,397.07,0
2336,5981.869,"Mount",0.094,-0.009,0.089,-0.032,0.000,0.000,0,,0,,,,682369,429.29,0
2337,5984.425,"Mount",-0.115,0.050,-0.126,0.004,0.000,0.000,0,,0,,,,701132,470.26,0
2338,5986.848,"Mount",-0.366,0.017,-0.338,0.141,-0.213,0.000,48,E,0,,,,701287,422.09,0
2339,5989.312,"Mount",-0.395,0.001,-0.357,0.168,-0.240,0.000,54,E,0,,,,708168,460.39,0
2340,5991.611,"Mount",-0.054,-0.006,-0.046,0.028,0.000,0.000,0,,0,,,,700471,419.55,0
2341,5994.124,"Mount",0.086,0.098,0.036,-0.125,0.000,0.000,0,,0,,,,699531,406.03,0
2342,5996.466,"Mount",0.002,0.045,-0.018,-0.042,0.000,0.000,0,,0,,,,711594,442.67,0
2343,5998.932,"Mount",0.073,0.137,0.007,-0.155,0.000,0.000,0,,0,,,,694026,461.82,0
2344,6001.289,"Mount",0.112,0.056,0.077,-0.098,0.000,0.000,0,,0,,,,709200,442.49,0
2345,6003.751,"Mount",0.108,0.040,0.081,-0.082,0.000,0.000,0,,0,,,,723426,447.49,0
2346,6006.194,"Mount",0.084,-0.020,0.084,-0.018,0.000,0.000,0,,0,,,,691013,450.76,0
2347,6008.684,"Mount",-0.066,-0.087,-0.022,0.107,0.000,0.000,0,,0,,,,728962,457.82,0
2348,6011.095,"Mount",-0.143,-0.074,-0.098,0.128,0.000,0.000,0,,0,,,,730412,490.79,0
2349,6013.890,"Mount",0.305,0.022,0.266,-0.150,0.168,0.000,38,W,0,,,,708164,471.43,0
2350,6016.158,"Mount",0.111,0.190,0.019,-0.219,0.000,0.000,0,,0,,,,703255,459.52,0
2351,6018.691,"Mount",-0.040,0.019,-0.044,-0.000,0.000,0.000,0,,0,,,,677312,410.04,0
2352,6021.097,"Mount",-0.120,0.011,-0.113,0.041,0.000,0.000,0,,0,,,,704000,498.48,0
2353,6023.574,"Mount",-0.142,-0.109,-0.082,0.159,0.000,0.000,0,,0,,,,668098,432.47,0
2354,6026.220,"Mount",-0.253,-0.008,-0.225,0.115,-0.142,0.000,32,E,0,,,,689607,420.53,0
2355,6028.711,"Mount",0.048,-0.023,0.053,0.001,0.000,0.000,0,,0,,,,693919,433.42,0
2356,6031.104,"Mount",0.190,0.055,0.148,-0.131,0.093,0.000,21,W,0,,,,719980,455.55,0
2357,6033.501,"Mount",0.008,-0.051,0.029,0.043,0.000,0.000,0,,0,,,,720668,423.89,0
2358,6036.135,"Mount",0.138,-0.180,0.202,0.104,0.127,0.000,29,W,0,,,,685213,408.54,0
2359,6038.688,"Mount",-0.519,0.102,-0.513,0.130,-0.314,0.000,71,E,0,,,,717098,458.24,0
2360,6041.056,"Mount",-0.074,0.055,-0.090,-0.018,0.000,0.000,0,,0,,,,696773,445.94,0
2361,6043.808,"Mount",0.074,0.056,0.043,-0.082,0.000,0.000,0,,0,,,,696063,455.91,0
2362,6046.232,"Mount",-0.027,-0.044,-0.005,0.051,0.000,0.000,0,,0,,,,714044,455.63,0
2363,6048.669,"Mount",-0.104,-0.161,-0.025,0.190,0.000,0.000,0,,0,,,,704387,432.80,0
2364,6051.259,"Mount",-0.183,0.165,-0.236,-0.071,-0.149,0.000,34,E,0,,,,677522,418.48,0
2365,6053.890,"Mount",0.316,-0.200,0.371,0.046,0.224,0.000,51,W,0,,,,679457,405.63,0
2366,6056.352,"Mount",0.479,0.022,0.424,-0.224,0.283,0.000,64,W,0,,,,687026,435.85,0
2367,6058.872,"Mount",0.295,0.044,0.248,-0.166,0.176,0.000,40,W,0,,,,681716,396.52,0
2368,6061.256,"Mount",0.036,0.043,0.014,-0.054,0.000,0.000,0,,0,,,,704897,472.29,0
2369,6063.859,"Mount",0.164,0.010,0.144,-0.079,0.091,0.000,21,W,0,,,,713629,449.42,0
2370,6066.354,"Mount",-0.030,0.044,-0.046,-0.027,0.000,0.000,0,,0,,,,687236,469.70,0
2371,6068.839,"Mount",-0.110,0.005,-0.101,0.043,0.000,0.000,0,,0,,,,695330,461.68,0
2372,6071.322,"Mount",-0.134,0.056,-0.145,0.007,-0.092,0.000,21,E,0,,,,699002,463.41,0
2373,6074.048,"Mount",-0.180,-0.039,-0.146,0.112,-0.098,0.000,22,E,0,,,,675863,415.32,0
2374,6076.361,"Mount",0.066,-0.102,0.104,0.064,0.000,0.000,0,,0,,,,711979,451.48,0
2375,6078.850,"Mount",0.108,0.108,0.052,-0.144,0.000,0.000,0,,0,,,,690526,451.39,0
2376,6081.429,"Mount",0.215,-0.024,0.204,-0.070,0.129,0.000,29,W,0,,,,695399,475.56,0
2377,6084.035,"Mount",0.013,-0.046,0.031,0.036,0.000,0.000,0,,0,,,,702563,446.26,0
2378,6086.603,"Mount",-0.102,-0.027,-0.081,0.068,0.000,0.000,0,,0,,,,705080,427.23,0
2379,6089.078,"Mount",0.118,0.064,0.080,-0.108,0.000,0.000,0,,0,,,,694356,425.37,0
2380,6091.373,"Mount",0.075,-0.122,0.120,0.078,0.000,0.000,0,,0,,,,682234,419.98,0
2381,6093.948,"Mount",0.128,0.110,0.068,-0.154,0.000,0.000,0,,0,,,,701665,422.40,0
2382,6096.408,"Mount",0.110,0.087,0.062,-0.126,0.000,0.000,0,,0,,,,718111,467.83,0
2383,6099.079,"Mount",0.190,-0.184,0.251,0.085,0.158,0.000,36,W,0,,,,709050,455.63,0
2384,6101.312,"Mount",-0.065,-0.107,-0.013,0.125,0.000,0.000,0,,0,,,,715408,446.86,0
2385,6103.825,"Mount",0.058,0.043,0.034,-0.064,0.000,0.000,0,,0,,,,698441,423.02,0
2386,6106.488,"Mount",-0.255,-0.093,-0.191,0.193,-0.120,0.000,27,E,0,,,,738565,427.15,0
2387,6108.962,"Mount",0.180,-0.034,0.177,-0.046,0.103,0.000,23,W,0,,,,732212,445.89,0
2388,6111.379,"Mount",-0.256,-0.049,-0.211,0.154,-0.126,0.000,29,E,0,,,,717407,444.07,0
2389,6113.742,"Mount",0.121,0.057,0.085,-0.103,0.000,0.000,0,,0,,,,692188,379.74,0
2390,6116.366,"Mount",0.274,-0.080,0.282,-0.045,0.178,0.000,40,W,0,,,,714885,449.27,0
2391,6118.875,"Mount",0.326,-0.264,0.408,0.099,0.269,0.000,61,W,0,,,,730657,475.67,0
2392,6121.304,"Mount",0.188,-0.131,0.226,0.038,0.161,0.000,37,W,0,,,,741924,471.87,0
2393,6123.749,"Mount",0.155,0.092,0.101,-0.150,0.000,0.000,0,,0,,,,706895,407.52,0
2394,6126.505,"Mount",0.211,-0.052,0.213,-0.043,0.134,0.000,30,W,0,,,,693723,423.28,0
2395,6128.972,"Mount",0.167,-0.125,0.204,0.042,0.138,0.000,31,W,0,,,,687883,444.32,0
2396,6131.181,"Mount",0.000,-0.122,0.052,0.110,0.000,0.000,0,,0,,,,709651,475.85,0
2397,6133.759,"Mount",-0.059,-0.041,-0.036,0.062,0.000,0.000,0,,0,,,,699429,471.14,0
2398,6136.304,"Mount",-0.156,0.072,-0.172,0.002,-0.108,0.000,25,E,0,,,,683805,440.65,0
2399,6138.657,"Mount",-0.036,0.093,-0.072,-0.069,0.000,0.000,0,,0,,,,678143,439.69,0
2400,6141.000,"Mount",-0.045,0.012,-0.046,0.008,0.000,0.000,0,,0,,,,705153,415.58,0
2401,6143.827,"Mount",-0.280,0.170,-0.326,-0.034,-0.205,0.000,47,E,0,,,,712649,426.35,0
2402,6146.540,"Mount",-0.149,0.176,-0.210,-0.096,-0.147,0.000,33,E,0,,,,707625,470.84,0
2403,6148.890,"Mount",0.078,-0.019,0.079,-0.016,0.000,0.000,0,,0,,,,702535,439.69,0
2404,6151.382,"Mount",-0.237,-0.004,-0.213,0.105,-0.134,0.000,30,E,0,,,,711511,468.47,0
2405,6153.823,"Mount",-0.023,0.062,-0.048,-0.046,0.000,0.000,0,,0,,,,708788,445.56,0
2406,6156.482,"Mount",-0.244,0.181,-0.298,-0.059,-0.188,0.000,43,E,0,,,,677560,441.15,0
2407,6158.942,"Mount",-0.366,-0.017,-0.324,0.172,-0.217,0.000,49,E,0,,,,708398,437.98,0
2408,6161.290,"Mount",-0.271,0.063,-0.272,0.059,-0.187,0.000,42,E,0,,,,708643,452.68,0
2409,6163.768,"Mount",0.097,-0.009,0.092,-0.034,0.000,0.000,0,,0,,,,686276,434.57,0
2410,6166.388,"Mount",-0.260,0.014,-0.241,0.099,-0.152,0.000,35,E,0,,,,671404,421.86,0
2411,6168.983,"Mount",-0.748,0.065,-0.704,0.261,-0.454,0.261,103,E,51,S,,,688820,410.15,0
2412,6171.477,"Mount",-0.538,0.151,-0.551,0.093,-0.379,0.000,86,E,0,,,,687551,432.47,0
2413,6174.064,"Mount",-0.360,0.229,-0.423,-0.054,-0.293,0.000,67,E,0,,,,692970,451.98,0
2414,6176.651,"Mount",-0.455,0.079,-0.445,0.123,-0.301,0.000,68,E,0,,,,718579,422.57,0
2415,6178.991,"Mount",-0.153,-0.061,-0.113,0.120,0.000,0.000,0,,0,,,,684019,450.54,0
2416,6181.389,"Mount",-0.030,-0.076,0.006,0.082,0.000,0.000,0,,0,,,,682385,417.45,0
2417,6183.864,"Mount",-0.105,-0.013,-0.090,0.057,0.000,0.000,0,,0,,,,678782,424.45,0
2418,6186.523,"Mount",-0.125,0.199,-0.198,-0.126,-0.125,0.000,28,E,0,,,,725628,462.54,0
2419,6189.073,"Mount",-0.376,0.286,-0.462,-0.098,-0.300,0.000,68,E,0,,,,702289,451.36,0
2420,6191.489,"Mount",-0.182,0.171,-0.237,-0.077,-0.170,0.000,39,E,0,,,,704657,478.44,0
2421,6194.038,"Mount",-0.292,0.386,-0.429,-0.224,-0.282,0.000,64,E,0,,,,711069,443.31,0
2422,6196.506,"Mount",-0.815,0.527,-0.962,-0.128,-0.626,0.000,142,E,0,,,,736069,433.42,0
2423,6198.936,"Mount",-0.003,0.168,-0.074,-0.150,0.000,0.000,0,,0,,,,691235,437.72,0
2424,6201.376,"Mount",-0.010,0.065,-0.036,-0.055,0.000,0.000,0,,0,,,,703586,464.66,0
2425,6204.190,"Mount",0.175,-0.086,0.195,0.003,0.123,0.000,28,W,0,,,,720368,438.65,0
2426,6206.638,"Mount",0.050,-0.070,0.076,0.042,0.000,0.000,0,,0,,,,704012,417.37,0
2427,6209.164,"Mount",0.011,-0.015,0.017,0.009,0.000,0.000,0,,0,,,,708201,451.62,0
2428,6211.478,"Mount",-0.020,0.064,-0.045,-0.050,0.000,0.000,0,,0,,,,729370,422.93,0
2429,6214.080,"Mount",-0.218,0.014,-0.203,0.081,-0.128,0.000,29,E,0,,,,725032,443.99,0
2430,6216.392,"Mount",-0.175,-0.022,-0.149,0.095,-0.103,0.000,23,E,0,,,,706998,462.76,0
2431,6218.822,"Mount",-0.133,0.014,-0.126,0.044,0.000,0.000,0,,0,,,,718011,445.15,0
2432,6221.165,"Mount",-0.017,0.158,-0.083,-0.136,0.000,0.000,0,,0,,,,688092,440.49,0
2433,6223.909,"Mount",-0.277,-0.032,-0.237,0.147,-0.149,0.000,34,E,0,,,,679515,428.64,0
2434,6226.335,"Mount",-0.044,-0.079,-0.006,0.090,0.000,0.000,0,,0,,,,716043,444.38,0
2435,6228.879,"Mount",0.322,0.082,0.256,-0.212,0.162,0.000,37,W,0,,,,726638,448.50,0
2436,6231.156,"Mount",0.083,0.118,0.024,-0.142,0.000,0.000,0,,0,,,,695963,446.92,0
2437,6233.755,"Mount",-0.332,0.230,-0.398,-0.066,-0.251,0.000,57,E,0,,,,700522,428.56,0
2438,6236.379,"Mount",-0.158,0.044,-0.162,0.027,-0.120,0.000,27,E,0,,,,684656,439.91,0
2439,6239.040,"Mount",-0.248,-0.155,-0.158,0.247,-0.108,0.247,25,E,48,S,,,744395,458.20,0
2440,6241.549,"Mount",0.043,-0.272,0.155,0.228,0.090,0.228,20,W,45,S,,,719713,406.48,0
2441,6243.934,"Mount",-0.057,-0.122,0.001,0.135,0.000,0.000,0,,0,,,,718862,469.07,0
2442,6246.411,"Mount",-0.075,-0.179,0.009,0.194,0.000,0.000,0,,0,,,,666276,403.61,0
2443,6248.952,"Mount",0.182,-0.026,0.176,-0.054,0.111,0.000,25,W,0,,,,734346,487.45,0
2444,6251.380,"Mount",0.026,0.032,0.010,-0.040,0.000,0.000,0,,0,,,,725138,446.18,0
2445,6253.967,"Mount",-0.123,0.059,-0.136,-0.001,-0.086,0.000,20,E,0,,,,734143,428.08,0
2446,6256.393,"Mount",-0.246,0.231,-0.321,-0.103,-0.208,0.000,47,E,0,,,,694195,414.67,0
2447,6258.733,"Mount",0.029,0.218,-0.067,-0.209,0.000,0.000,0,,0,,,,713535,446.67,0
2448,6261.456,"Mount",-0.953,0.229,-0.960,0.201,-0.605,0.201,137,E,39,S,,,711001,478.68,0
2449,6264.090,"Mount",0.223,-0.240,0.304,0.122,0.149,0.000,34,W,0,,,,706223,421.70,0
2450,6266.575,"Mount",0.049,0.018,0.037,-0.037,0.000,0.000,0,,0,,,,725682,457.66,0
2451,6269.245,"Mount",0.289,-0.247,0.367,0.100,0.231,0.000,52,W,0,,,,673828,436.19,0
2452,6271.471,"Mount",0.005,0.046,-0.015,-0.044,0.000,0.000,0,,0,,,,687020,436.81,0
2453,6274.160,"Mount",0.168,-0.105,0.197,0.023,0.124,0.000,28,W,0,,,,709168,461.37,0
2454,6276.559,"Mount",0.139,0.139,0.066,-0.185,0.000,0.000,0,,0,,,,696942,410.52,0
2455,6279.175,"Mount",-0.218,0.231,-0.296,-0.116,-0.186,0.000,42,E,0,,,,703647,419.77,0
2456,6281.471,"Mount",0.083,-0.027,0.086,-0.011,0.000,0.000,0,,0,,,,697252,429.66,0
2457,6284.118,"Mount",-0.062,0.002,-0.057,0.024,0.000,0.000,0,,0,,,,681659,404.25,0
2458,6286.477,"Mount",-0.037,-0.049,-0.012,0.060,0.000,0.000,0,,0,,,,685299,436.01,0
2459,6289.081,"Mount",-0.257,0.153,-0.298,-0.028,-0.187,0.000,43,E,0,,,,728222,445.28,0
2460,6291.393,"Mount",-0.060,0.027,-0.066,0.001,0.000,0.000,0,,0,,,,692320,428.93,0
2461,6294.090,"Mount",-0.267,0.200,-0.327,-0.067,-0.206,0.000,47,E,0,,,,706798,481.53,0
2462,6296.435,"Mount",0.131,0.129,0.063,-0.173,0.000,0.000,0,,0,,,,712940,421.47,0
2463,6298.897,"Mount",0.164,0.062,0.121,-0.126,0.000,0.000,0,,0,,,,674460,443.77,0
2464,6301.398,"Mount",0.075,-0.066,0.096,0.027,0.000,0.000,0,,0,,,,707304,440.78,0
2465,6303.981,"Mount",0.027,0.122,-0.028,-0.121,0.000,0.000,0,,0,,,,683485,438.66,0
2466,6306.547,"Mount",-0.072,0.157,-0.132,-0.112,-0.083,0.000,19,E,0,,,,688188,399.52,0
2467,6308.942,"Mount",0.037,-0.048,0.054,0.027,0.000,0.000,0,,0,,,,672556,469.34,0
2468,6311.532,"Mount",-0.195,-0.005,-0.174,0.088,-0.110,0.000,25,E,0,,,,693455,449.88,0
2469,6313.928,"Mount",0.107,-0.015,0.103,-0.032,0.000,0.000,0,,0,,,,683238,417.89,0
2470,6316.365,"Mount",0.063,0.089,0.019,-0.108,0.000,0.000,0,,0,,,,692058,462.37,0
2471,6318.816,"Mount",0.096,-0.032,0.100,-0.012,0.000,0.000,0,,0,,,,675340,445.15,0
2472,6321.376,"Mount",-0.136,0.100,-0.166,-0.032,-0.104,0.000,24,E,0,,,,699599,450.91,0
2473,6323.748,"Mount",-0.084,-0.038,-0.060,0.071,0.000,0.000,0,,0,,,,658938,449.24,0
2474,6326.396,"Mount",-0.258,0.157,-0.300,-0.032,-0.189,0.000,43,E,0,,,,683300,446.22,0
2475,6328.839,"Mount",-0.099,-0.039,-0.072,0.078,0.000,0.000,0,,0,,,,651943,413.78,0
2476,6331.292,"Mount",0.440,-0.188,0.478,-0.018,0.301,0.000,68,W,0,,,,700147,443.00,0
2477,6333.805,"Mount",0.316,-0.219,0.380,0.063,0.260,0.000,59,W,0,,,,699050,459.97,0
2478,6336.292,"Mount",0.262,-0.136,0.295,0.011,0.204,0.000,46,W,0,,,,690734,452.60,0
2479,6338.764,"Mount",-0.241,0.259,-0.329,-0.131,-0.193,0.000,44,E,0,,,,695421,459.95,0
2480,6341.131,"Mount",-0.133,0.127,-0.174,-0.058,-0.123,0.000,28,E,0,,,,678606,410.45,0
2481,6343.694,"Mount",-0.056,0.182,-0.129,-0.141,0.000,0.000,0,,0,,,,720716,444.26,0
2482,6346.113,"Mount",-0.069,0.101,-0.106,-0.062,0.000,0.000,0,,0,,,,693282,472.86,0
2483,6348.781,"Mount",-0.165,0.091,-0.188,-0.012,-0.118,0.000,27,E,0,,,,708431,481.26,0
2484,6351.097,"Mount",-0.030,-0.004,-0.025,0.017,0.000,0.000,0,,0,,,,691882,429.65,0
2485,6354.130,"Mount",0.276,-0.376,0.410,0.222,0.259,0.222,59,W,44,S,,,720966,417.20,0
2486,6356.580,"Mount",0.637,-0.109,0.622,-0.173,0.410,0.000,93,W,0,,,,709419,405.38,0
2487,6359.080,"Mount",0.278,-0.240,0.353,0.098,0.251,0.000,57,W,0,,,,714022,457.17,0
2488,6361.274,"Mount",0.090,0.128,0.027,-0.155,0.000,0.000,0,,0,,,,716924,446.09,0
2489,6363.796,"Mount",-0.015,0.125,-0.067,-0.106,0.000,0.000,0,,0,,,,689664,412.99,0
2490,6366.408,"Mount",-0.085,0.184,-0.155,-0.130,-0.098,0.000,22,E,0,,,,693921,432.95,0
2491,6368.827,"Mount",0.104,0.013,0.088,-0.056,0.000,0.000,0,,0,,,,708677,423.64,0
2492,6371.182,"Mount",0.077,0.166,-0.001,-0.183,0.000,0.000,0,,0,,,,724348,415.00,0
2493,6373.760,"Mount",0.052,0.006,0.044,-0.027,0.000,0.000,0,,0,,,,704484,434.47,0
2494,6376.241,"Mount",0.056,0.128,-0.004,-0.139,0.000,0.000,0,,0,,,,730425,430.50,0
2495,6378.811,"Mount",0.050,0.048,0.025,-0.065,0.000,0.000,0,,0,,,,726397,481.17,0
2496,6381.166,"Mount",0.169,0.108,0.107,-0.169,0.000,0.000,0,,0,,,,722912,442.22,0
2497,6383.728,"Mount",-0.259,0.155,-0.300,-0.030,-0.189,0.000,43,E,0,,,,725946,443.59,0
2498,6386.044,"Mount",0.102,0.136,0.034,-0.167,0.000,0.000,0,,0,,,,757347,474.44,0
2499,6388.776,"Mount",0.080,0.071,0.042,-0.099,0.000,0.000,0,,0,,,,716793,457.97,0
2500,6391.335,"Mount",0.234,0.103,0.168,-0.193,0.106,0.000,24,W,0,,,,736279,440.07,0
2501,6393.900,"Mount",-0.114,0.140,-0.163,-0.077,-0.095,0.000,22,E,0,,,,779367,498.81,0
2502,6396.308,"Mount",-0.135,0.017,-0.130,0.042,0.000,0.000,0,,0,,,,763011,475.24,0
2503,6398.856,"Mount",0.259,-0.253,0.343,0.118,0.216,0.000,49,W,0,,,,722753,422.33,0
